Time,Combined Metrics,Main Service MDP 1: Demand (kW) [kW],Main Service MDP 2: Demand (kW) [kW]
2025-07-17 05:00:00 CDT,2069.5778,1149.2132,920.3646
2025-07-17 06:00:00 CDT,2104.5734666666667,1160.6163333333334,943.9571333333333
2025-07-17 07:00:00 CDT,2076.1418166666667,1118.8391166666668,957.3027
2025-07-17 08:00:00 CDT,2033.9813333333334,1138.7840333333334,895.1973
2025-07-17 09:00:00 CDT,2099.1897166666668,1160.1521833333334,939.0375333333334
2025-07-17 10:00:00 CDT,2136.825333333333,1152.2647333333334,984.5606
2025-07-17 11:00:00 CDT,2102.0741000000003,1167.0886666666668,934.9854333333334
2025-07-17 12:00:00 CDT,2205.5834,1145.24265,1060.34075
2025-07-17 13:00:00 CDT,2319.6235333333334,1149.686,1169.9375333333332
2025-07-17 14:00:00 CDT,2325.1610333333338,1156.9862666666668,1168.1747666666668
2025-07-17 15:00:00 CDT,1762.2780166666666,1142.63785,619.6401666666667
2025-07-17 16:00:00 CDT,1728.5754833333333,1124.40735,604.1681333333333
2025-07-17 17:00:00 CDT,1715.1572833333332,1096.0133666666666,619.1439166666667
2025-07-17 18:00:00 CDT,1935.12615,1086.1003833333334,849.0257666666666
2025-07-17 19:00:00 CDT,2038.1844,1074.3087166666667,963.8756833333333
2025-07-17 20:00:00 CDT,2034.91145,1078.5655833333333,956.3458666666667
2025-07-17 21:00:00 CDT,1967.1076,1036.6428833333334,930.4647166666666
2025-07-17 22:00:00 CDT,1983.0055333333335,1010.5164,972.4891333333334
2025-07-17 23:00:00 CDT,1918.1782833333334,996.17235,922.0059333333334
2025-07-18 00:00:00 CDT,1946.3075,965.4309166666667,980.8765833333333
2025-07-18 01:00:00 CDT,1875.0720166666667,940.1380833333334,934.9339333333334
2025-07-18 02:00:00 CDT,1898.02945,953.96335,944.0661
2025-07-18 03:00:00 CDT,1882.4844666666668,972.7331666666666,909.7513
2025-07-18 04:00:00 CDT,1929.1928666666668,977.09665,952.0962166666667
2025-07-18 05:00:00 CDT,1891.7728333333334,979.8905166666667,911.8823166666666
2025-07-18 06:00:00 CDT,1909.5991833333333,981.7057333333333,927.89345
2025-07-18 07:00:00 CDT,1901.5506333333333,977.70125,923.8493833333333
2025-07-18 08:00:00 CDT,1872.4230666666667,1045.65695,826.7661166666667
2025-07-18 09:00:00 CDT,1940.4371166666667,1063.4164166666667,877.0207
2025-07-18 10:00:00 CDT,1965.4927000000002,1075.5141,889.9786
2025-07-18 11:00:00 CDT,1996.1374833333334,1104.6333166666666,891.5041666666667
2025-07-18 12:00:00 CDT,2207.9230166666666,1128.1268333333333,1079.7961833333334
2025-07-18 13:00:00 CDT,2213.3404333333333,1093.7112,1119.6292333333333
2025-07-18 14:00:00 CDT,2272.9038499999997,1142.2753,1130.62855
2025-07-18 15:00:00 CDT,2245.81925,1110.9241833333333,1134.8950666666667
2025-07-18 16:00:00 CDT,2249.5624166666666,1105.71025,1143.8521666666666
2025-07-18 17:00:00 CDT,2294.2958166666667,1092.4438166666666,1201.852
2025-07-18 18:00:00 CDT,2274.01775,1089.1995833333333,1184.8181666666667
2025-07-18 19:00:00 CDT,2195.821483333333,1075.17995,1120.6415333333334
2025-07-18 20:00:00 CDT,2230.521333333333,1086.6064333333334,1143.9149
2025-07-18 21:00:00 CDT,2183.6369166666664,1069.9345166666667,1113.7024
2025-07-18 22:00:00 CDT,2311.6606833333335,1093.4574333333333,1218.20325
2025-07-18 23:00:00 CDT,2226.6792833333334,1092.6995833333333,1133.9797
2025-07-19 00:00:00 CDT,2252.3857666666663,1068.7194166666666,1183.66635
2025-07-19 01:00:00 CDT,2206.0250333333333,1049.5873833333333,1156.43765
2025-07-19 02:00:00 CDT,2250.563166666667,1087.1682166666667,1163.39495
2025-07-19 03:00:00 CDT,2232.9614833333335,1074.50295,1158.4585333333334
2025-07-19 04:00:00 CDT,2207.3832166666666,1059.3194333333333,1148.0637833333333
2025-07-19 05:00:00 CDT,2201.7044666666666,1085.4208666666666,1116.2836
2025-07-19 06:00:00 CDT,2242.9672,1101.2113166666666,1141.7558833333333
2025-07-19 07:00:00 CDT,2273.8910666666666,1079.8353833333333,1194.0556833333333
2025-07-19 08:00:00 CDT,2267.4730666666665,1108.674,1158.7990666666667
2025-07-19 09:00:00 CDT,2280.707933333333,1101.05915,1179.6487833333333
2025-07-19 10:00:00 CDT,2301.5372166666666,1060.1581166666667,1241.3791
2025-07-19 11:00:00 CDT,2313.5046333333335,1120.2991666666667,1193.2054666666668
2025-07-19 12:00:00 CDT,2125.63415,1066.4649,1059.16925
2025-07-19 13:00:00 CDT,2222.1575166666667,1078.56055,1143.5969666666667
2025-07-19 14:00:00 CDT,2282.4096,1149.5112833333333,1132.8983166666667
2025-07-19 15:00:00 CDT,2279.5519833333333,1114.2348666666667,1165.3171166666666
2025-07-19 16:00:00 CDT,2327.29945,1109.88005,1217.4194
2025-07-19 17:00:00 CDT,2280.5102666666667,1059.28365,1221.2266166666666
2025-07-19 18:00:00 CDT,2289.3080833333333,1100.2534666666666,1189.0546166666666
2025-07-19 19:00:00 CDT,2224.137833333333,1093.1197333333334,1131.0181
2025-07-19 20:00:00 CDT,2210.5210166666666,1098.1623333333334,1112.3586833333334
2025-07-19 21:00:00 CDT,2211.5419166666666,1068.2741666666666,1143.26775
2025-07-19 22:00:00 CDT,2210.0859,1075.8960333333334,1134.1898666666666
2025-07-19 23:00:00 CDT,2160.9095666666667,1066.7612166666668,1094.14835
2025-07-20 00:00:00 CDT,2174.6373833333337,1044.0060333333333,1130.63135
